NAME,ADDRESS,CITY,STATE,ZIP5
GENESIS HOUSE (KENTUCKY),PO Box 1183,Cookeville,TN,38503
GENESIS HOUSE (TENNESSE),PO Box 1183,Cookeville,TN,38503
"GLENVIEW COMMUNITY DEV. PARTNERS, INC.",2009 Lamar Ave,Memphis,TN,38114
H.E.L.P.I.N.G. CDC,3127 Stonebrook Cir,Memphis,TN,38116
H0USING OPPORTUNITIES & PEOPLE ENTERPRISE (HOPE),591 E Monticello Pike,Huntsville,TN,37756
"HILLCREST VILLAGE, INC",HOBBS HILL ROAD                              ,TRACY CITY,TN,37387
Homesource east tennessee,109 Winona St,Knoxville,TN,37917
HOPE OF MARTIN CDC,PO Box 354,Martin,TN,38237
HORIZON CDC,212 Akard Pl,Bristol,TN,37620
HORIZON COMMUNITY DEVELOPMENT CORP.,806 Dresden Ave,Johnson City,TN,37604
HYDE PARK CDC,2439 Peres Ave,Memphis,TN,38108
"INNER CITY COMMUNITY DEVELOPMENT, INC",1503 E Magnolia Ave,Knoxville,TN,37917
JONAH AFFORDABLE HOUSING ORGANIZATION,PO Box 7444,Jackson,TN,38302
JONAH Affordable Housing Organization,PO Box 7444,Jackson,TN,38302
"KNOX HOUSING PARTNERSHIP, INC",PO Box 1631,Knoxville,TN,37901
KNOXVILLE KNOX COUNTY COMMUNITY ACTION COMMITTEE,PO Box 51650,Knoxville,TN,37950
"LEADERSHIP ASSOCIATES, INC",408 N Cedar Bluff Rd,Knoxville,TN,37923
LEMOYNE OWEN CDC,807 Walker Ave,Memphis,TN,38126
"LIVING DEVELOPMENT CONCEPTS, INC.",823 W McKennie Ave,Nashville,TN,37206
LYONS VIEW HOUSING AND LAND TRUST CORPORATION,800 S Northshore Dr,Knoxville,TN,37919
MEMPHIS AREA NEIGHBORHOOD DEVELOPMENT CORP,PO Box 1923,Memphis,TN,38101
"MEMPHIS HERITAGE, INC.",PO Box 3143,Memphis,TN,38173
MIFA - IDLEWILD COURT,                                             ,MIFA - IDLEWILD COURT,TN,99999
MT. NEBO BAPTIST CDC,2416 Clifton Ave,Nashville,TN,37209
MULTIBANK COMMUNITY DEVELOPMENT CORP,619 N 7th St,Memphis,TN,38107
N.H.O. MANAGEMENT,1548 Poplar Ave,Memphis,TN,38104
"NASHVILLE DRUG COURT SUPPORT FOUNDATION, INC.",3212 W End Ave,Nashville,TN,37203
NEIGHBORHOOD HOUSING OPPORTUNITIES (NHO),1257 Poplar Ave,Memphis,TN,38104
"NEIGHBORHOOD HOUSING, INC",901 E Summit Hill Dr Ste 300,Knoxville,TN,37915
NEVETS CDC,PO Box 80626,Memphis,TN,38108
NEW CHICAGO CDC,1419 Breedlove St,Memphis,TN,38107
NEW LEVEL COMMUNITY DEVELOPMENT CORPORTATION,1506 Church St,Nashville,TN,37203
NIA ASSOCIATION,1620 Walnut Grove Rd,Clarksville,TN,37042
NORTH MEMPHIS CDC,314 Auction Ave,Memphis,TN,38105
OAK RIDGE HOUSING DEVELOPMENT CORP,PO Box 5713,Oak Ridge,TN,37831
ORANGE MOUND DEVELOPMENT CORP,P.O. BOX 14008,MEMPHIS,TN,38114
"ORGANIZED NEIGHBORS OF EDGEHILL, INC",1502 Edgehill Ave,Nashville,TN,37212
PEOPLE INCORPORATED HOUSING GROUP,1173 W Main St,Abingdon,TN,24210
PLAN HOUSING,215 Bruce St,Sevierville,TN,37862
PORTER LEATH CHILDREN'S CENTER,                                             ,PORTER LEATH CHILDREN'S CENTER,TN,99999
Promise Dev. Corporation,262 Chelsea Ave,Memphis,TN,38107
"RESIDENTIAL RESOURCES, INC.",961 Woodland St,Nashville,TN,37206
RIVERVIEW/KANSAS COMMUNITY DEVELOPMENT CORPORATION,5 N 3rd St,Memphis,TN,38103
ROCHELLE CENTER,1020 Southside Ct,Nashville,TN,37203
"RURAL HOUSING HEALTH/ECONOMIC DEVELOPMENT, INC",4874 UNION HILL ROAD                         ,MILLINGTON,TN,38053
SALVATION ARMY,8 S 3rd St,Memphis,TN,38103
SCOTT-MORGAN CDC,PO Box 270,Robbins,TN,37852
SOUTHEAST REGIONAL DEVELOPMENT CORPORATION,PO Box 3143,Memphis,TN,38173
SOUTHWEST TENNESSEE CDC,C/O SOUTHWEST HRA,HENDERSON,TN,38340
ST. PATRICK'S NEIGHBORHOOD HOUSING DEVELOPMENT,277 S 4th St,Memphis,TN,38126
"STUDENTS, MOTHERS AND CONCERNED CITIZENS",1249 Cannon St,Memphis,TN,38106
SUCCESSFUL SURVIVORS,1213 Jackson St,Nashville,TN,37208
"TENNESSEE CONFERENCE COMMUNITY DEVELOPMENT, INC.",2321 E Magnolia Ave,Knoxville,TN,37917
THE NASHVILLE YOUTH PROJECT,730 McFerrin Ave,Nashville,TN,37206
"THE NEXT STEP, INC",1227 9th Ave N,Nashville,TN,37208
THE RESOURCE FOUNDATION,1429 12th Ave S,Nashville,TN,37203
"THE SYNERGY FOUNDATION, INC.",PO Box 16217,Memphis,TN,38186
"THE WILLIAM PATTON, JR. FOUNDATION",503 FISH STREET,NASHVILLE,TN,37221
"THE WORKS, INC. CDC",867 S Parkway E,Memphis,TN,38106
"UNITED HOUSING, INC",51 N Cooper St,Memphis,TN,38104
"URBAN HOUSING SOLUTIONS, INC. (CCS)",822 Woodland St,Nashville,TN,37206
VECA CDC,1680 Jackson Ave,Memphis,TN,38107
VISIONS FIVE COMMUNITY DEVELOPMENT,PO Box 716,Gainesboro,TN,38562
VOLUNTEER HOUSING DEVELOPMENT CORP,407 E Main St,Morristown,TN,37814
WILSON COUNTY CIVIC LEAGUE,PO Box 1231,Lebanon,TN,37088
WOODBINE COMMUNITY ORGANIZATION,222 Oriel Ave,Nashville,TN,37210
10TH STREET HISTORIC CDC,PO Box 3759,Dallas,TX,75208
4E COMMUNITY DEVELOPMENT CORPORATION,888 S Greenville Ave Ste 139,Richardson,TX,75081
ABILENE HABITAT FOR HUMANITY,101 Fulwiler Rd,Abilene,TX,79603
ABILENE NEIGHBORHOODS IN PROGRESS,PO Box 3856,Abilene,TX,79604
"ABILITY RESOURCES, INC",7404 Camelot Rd,Ft Worth,TX,76134
ACCESSIBLE HOUSING AUSTIN,1100 S Ih 35,Austin,TX,78704
ACRES HOMES COMMUNITY DEVELOPMENT CORP,6719 W Montgomery Rd,Houston,TX,77091
ACTION CDC,4600 Gulf Fwy,Houston,TX,77023
ADVANCED HOUSING ALTERNATIVES,PO Box 7949,Corpus Christi,TX,78467
"AFFORDABLE CARING HOUSING, INC",,BRYAN,TX,77802
AFFORDABLE COMMUNITIES DEVELOPMENT CORPORATION,7804 Scott St,Houston,TX,77051
"AFFORDABLE HOMES OF SOUTH TEXAS, INC.",600 S 11th St,McAllen,TX,78501
AFFORDABLE HOUSING OF PARKER COUNTY,,SPRINGTOWN,TX,76082
AHPC SPRING GARDEN V,PO Box 39,Springtown,TX,76082
ALAMO AREA MUTUAL HOUSING ASSOCIATION,4502 Centerview,San Antonio,TX,78228
"Alliance of Border Collaboratives, Inc.",5400 Suncrest Dr Ste D7,El Paso,TX,79912
"ALT AFFORDABLE HOUSING SERVICES, INC.",8546 Broadway St,San Antonio,TX,78217
AMERICAN INSTITUTE FOR LEARNING,422 Congress Ave,Austin,TX,78701
ANDERSON COMMUNITY DEVELOPMENT CORPORATION,1115 E 12th St,Austin,TX,78702
ANGELICA HOMES CORP,2731 King Cole Dr,Dallas,TX,75216
ANTECA ECONOMIC DEV/PRESERV,20 Iturbide St,Laredo,TX,78040
"ANTIOCH PROJECT REACH, INC.",500 Clay St,Houston,TX,77002
APARTMENT A THE VILLAGE,8210 Burman St,Houston,TX,77029
"ARCHITECTURE FOR CHARITY OF TEXAS, INC.",301 Mexico Blvd,Brownsville,TX,78520
ASSOCIATION FOR THE ADVANCEMENT OF MEXIC,6001 Gulf Fwy,Houston,TX,77023
AUSTIN HABITAT FOR HUMANITY,901 Trinity St,Austin,TX,78701
AUSTIN NEIGHBORHOOD ALLIANCE FOR HABITAT,310 Comal St,Austin,TX,78702
AUSTIN REVITALIZATION AUTHORITY,1105 Navasota St,Austin,TX,78702
AUTUMN SPRINGS CORP.,219 NE 1st St,Smithville,TX,78957
AVENIDA GUADALUPE ASSOCIATION,1327 Guadalupe St,San Antonio,TX,78207
AVENUE CDC,2505 Washington Ave Ste 400,Houston,TX,77007
AYUDA,1325 Beverly Ann Dr,San Elizario,TX,79849
AYUDA DEVELOPMENT CORP,3405 Navajo Ct,Dallas,TX,75224
BAVARIAN MANOR APTS,2214 N Zarzamora St,San Antonio,TX,78201
BAYOU HOUSING PARTNERS INC.,1408 S. FRIENDSWOOD DIVE,FRIENDSWOOD,TX,77546
BEAR CREEK DEVELOPMENT CORP.,940 N Belt Line Rd Ste 113,Irving,TX,75061
"BEAUMONT COMMUNITY HSG DEV.ORIG,INC",5520 Highland Ave,Beaumont,TX,77705
BEAUMONT HABITAT FOR HUMANITY,610 Trinity St,Beaumont,TX,77701
BLACKLAND COMMUNITY DEVELOPMENT CORPORATION,2005 Salina St,Austin,TX,78722
BLACKSHEAR NEIGHBORHOOD DEVELOPMENT CORPORATION,2008 E 8th St,Austin,TX,78702
BRAZORIA COUNTY DEVELOPMENT PARTNERSHIP,PO Box 474,Angleton,TX,77516
BRAZOS VALLEY AFFORDABLE HOUSING,PO Box 4128,Bryan,TX,77805
BRAZOS VALLEY COMMUNITY ACTION AGENCY,504 E 27th St,Bryan,TX,77803
BRAZOS VALLEY INTERFATH OUTREACH,105 E HOLAMAN,COLLEGE STATION,TX,77840
BROWNSVILLE AFFORDABLE HOMEOWNERSHIP CORP.,600 Springmart Blvd Ste 7,Brownsville,TX,78526
BUCKINGHAM MUTUAL HOUSING CORPORATION,2512 S Ih 35,Austin,TX,78704
BUILDERS OF HOPE CDC,4148 Gentry Dr,Dallas,TX,75212
"CAPROCK COMMUNITY ACTION ASSOCIATION, INC",224 S Berkshire St,Crosbyton,TX,79322
CARTER METROPOLITAN CDC,4601 Wichita St,Fort Worth,TX,76119
"Casitas Azucar, LP",901 E Levee St,Brownsville,TX,78520
"Casitas Lantana, LP",901 E Levee St,Brownsville,TX,78520
"CATHOLIC FAMILY SERVICE, INC.",PO Box 15127,Amarillo,TX,79105
"CAUSE, INC",PO Box 438,Hillsboro,TX,76645
CENTER FOR HOUSING & ECONOMIC OPPORTUNITIES,504 River Oaks Dr,San Leanna,TX,78748
CENTRAL DALLAS CDC,3902 Elm St,Dallas,TX,75226
CENTRAL TEXAS MUTUAL HOUSING ASSOCIATION,2512 S Ih 35,Austin,TX,78704
"CENTRO DE SALUD FAMILIAR LA FE, INC",608 S Saint Vrain St,El Paso,TX,79901
Change Happens Community Development Corporation,3353 Elgin St,Houston,TX,77004
"CHARLTON-POLLARD NEIGH, ASSOCIATION, INC.",1109 Sherman St,Beaumont,TX,77701
CHESTNUT REVITALIZATION CORPORATION,2211 E M L K Jr Blvd,Austin,TX,78702
CITY WIDE CDC,3440 SOUTH POLK SUITEB,DALLAS,TX,99999
COIL COMMUNITY DEVELOPMENT CORPORATION,4905 Center Park Blvd,San Antonio,TX,78218
"COLONIAS DEL VALLE, INC",PO Box 764,Pharr,TX,78577
"COMBINED COMMUNITY ACTION, INC",400 Gresham St,Smithville,TX,78957
COMMONWEALTH HOUSING CORP.,5100 Westheimer Rd Ste 200,Houston,TX,77056
COMMUNITY ACTION CORP. OF SOUTH TEXAS,73 NORTH REYNOLDS,UVALDE,TX,78802
COMMUNITY ACTION COUNCIL OF SOUTH TEXAS,11 PETE DIAZ JR AVENUE,RIO GRANDE CITY,TX,78582
COMMUNITY ACTION NACOGDOCHES,PO Box 631938,Nacogdoches,TX,75963
"COMMUNITY ACTION PROGRAM, INC",TAYLOR COUNTY,ABILENE,TX,79604
COMMUNITY ACTION SOCIAL SERV & EDUC.,,EAGLE PASS,TX,78852
"COMMUNITY ACTION, INC. OF HAYES, CALDWELL, & BLANCO COUNTIES",CALDWELL & BLANCO COUNTIES,SAN MARCOS,TX,78667
COMMUNITY COUNCIL OF SOUTHWEST TEXAS,PO Box 1709,Uvalde,TX,78802
COMMUNITY DEVELOPMENT CORP OF BROWNSVILLE,1150 E Adams St,Brownsville,TX,78520
COMMUNITY DEVELOPMENT CORPORATION OF BROWNSVILLE,901 E Levee St,Brownsville,TX,78520
COMMUNITY ENRICHMENT CENTER,6250 NE Loop 820,N Richland Hills,TX,76180
"COMMUNITY HOPE PROJECTS, INC. (HOUSING DIVISION)",2201 Martin Ave,McAllen,TX,78504
COMMUNITY HOUSING RESOURCE BOARD,5302 AVENUE Q SOUTH DRIVE,LUBBOCK,TX,79412
COMMUNITY PARTNERSHIP FOR THE HOMELESS,823 Congress Ave Ste P2,Austin,TX,78701
COMMUNITY PARTNERSHIP FOR THE HOMELESS,PO Box 685065,Austin,TX,78768
COMMUNITY SERVICES AGENCY,PO Box 488,Carrizo Springs,TX,78834
COMUNIDAD CORPORATION,11451 Katy Fwy,Houston,TX,77079
CONNECTING CARING COMMUNITIES,402 Cypress St Ste 420,Abilene,TX,79601
CONTOURS CDC,6136 Frisco Square Blvd,Frisco,TX,75034
"CORNER STONE DEVELOPMENT CORP.,INC",2815 S Ervay St,Dallas,TX,75215
CORNERSTONE ASSISTANCE NETWORK,3500 Noble Ave,Fort Worth,TX,76111
CORNERSTONE ASSISTANCE NETWORK,3500 Noble Ave,Fort Worth,TX,76111
CORNERSTONE ASSISTANCE NETWORK HOUSING DEVELOPMENT CORP,3500 Noble Ave,Fort Worth,TX,76111
CORP FOR AFFORDABLE HOUSING & EC0NOMIC DEVELOPMENT,1817 E 6th St,Austin,TX,78702
CORP. FOR ECONIMIC DEVEL.OF HARRIS CO.,222 WEST LOOP SOUTH #400,HOUSTON,TX,77038
CORPUS CHRISTI BOARD OF REALTORS HOUSING FOUNDATION INC.,5250 Everhart Rd,Corpus Christi,TX,78411
CORPUS CHRISTI COMMUNITY DEVELOPMENT CORPORATION,615 UPPER NORTH BROADWAY,CORPUS CHRISTI,TX,78477
CROSSROADS HOUSING DEVELOPMENT CORPORATION,201 NE 7th St,Big Spring,TX,79720
CULLEN MISSIONARY BAPTIST CHURCH,4101 Almeda Genoa Rd,Houston,TX,77048
Dallas Area Habitat for Humanity,2800 N Hampton Rd,Dallas,TX,75212
DALLAS CITY HOMES,729 N Bishop Ave,Dallas,TX,75208
DALLAS COUNTY COMMUNITY ACTION,2121 Main St,Dallas,TX,75201
DALLAS NEIGHBORHOOD ALLIANCE FOR HABITAT,3020 Bryan St,Dallas,TX,75204
DDC Merritt Heritage,701 Tillery St,Austin,TX,78702
DDC Merritt Hill Country,1904 W 35th St,Austin,TX,78703
DDC Merritt Leisure,1904 W 35th St,Austin,TX,78703
DDC Merritt Monument,PO Box 1042,Big Spring,TX,79721
"DDC RRTC, LTD.",3701 N Lamar Blvd Ste 206,Austin,TX,78705
DENTON AFFORDABLE HOUSING CORP,405 S Elm St,Denton,TX,76201
DEVELOPMENT CORPORATION OF TARRANT COUNTY,306 W Seventh St,Fort Worth,TX,76102
DEVELOPMENT CORPORATION OF TARRANT COUNTY,1509B S University Dr,Fort Worth,TX,76107
"DIGITAL WORKFORCE ACADEMY, INC.",617 Procter St,Port Arthur,TX,77640
DM MINISTRIES COMMUNITY DEVELOPMENT,1310 Myrna Ave,Lufkin,TX,75901
DOMINION COMMUNITY DEVELOPMENT CORP.,1102 Pinemont Dr Ste B,Houston,TX,77018
"E.B.A.N.O., INC",4107 N Conway Ave,Mission,TX,78573
EAST AUSTIN ECONOMICAL DEVELOPMENT CORP,1009 E 11th St,Austin,TX,78702
EAST DALLAS COMMUNITY DEV. ORIGANIZATION,PO BOX  72327,DALLAS,TX,75327
EDINBURG HOUSING OPPORTUNITY,PO Box 295,Edinburg,TX,78540
EL PASO CDC,2101 Myrtle Ave,El Paso,TX,79901
EL PUENTE CDC,2101 Myrtle Ave,El Paso,TX,79901
ELDER-AID,1716 Briarcrest Dr,Bryan,TX,77802
"EMBRACE BRAZOS VALLEY, INC.",1234 Highway 6 S,College Station,TX,77840
ESTHER COMPTON COMMUNITY CENTER,7400 N Wayside Dr,Houston,TX,77028
Evergreen Rowlett Senior Community,5605 N Macarthur Blvd Ste 580,Irving,TX,75038
EXCEL-ECO INC DIMINIAN CDC,EXCEL-ECO INC.DIMINIAN CDC,HOUSTON,TX,77251
FAMILY CRISIS CENTER,701 Farm St,Bastrop,TX,78602
FAMILY HOUSING DEVELOPMENT CORP.,3750 N McCarty St,Houston,TX,77029
FAMILY SERVICES OF SOUTHEAST TX,3755 Corley St,Beaumont,TX,77701
FIFTH WARD COMMUNITY REDEVELOPMENT CORP,WHO EVER,HOUSTON,TX,99999
FOREST HEIGHTS NEIGHBORHOOD DEVELOPMENT CORP.,3203 Holmes St,Dallas,TX,75215
FORT HOOD AREA HABITAT FOR HUMANITY,1525 AIRPORT DRIVE,KILLEEN,TX,76543
"FOUNDATION COMMUNITIES, INC (AUSTIN)",3036 S 1st St,Austin,TX,78704
"FOUNDATION COMMUNITIES, INC (COLLEGE STATION)",2518 Dartmouth St,College Station,TX,77840
FOUNDATION FOR HOPE,PO Box 946,Corpus Christi,TX,78403
FOUNDATION FOR HOUSING RESOURCES,3103 Greenwood St,Dallas,TX,75204
FOUR CORNERS COMMUNITY COALITION,PO Box 634,Sugar Land,TX,77487
Frameworks Community Development Corporation,701 Tillery St,Austin,TX,78702
GALILEE COMMUNITY DEVELOPMENT CORP.,PO Box 1830,San Angelo,TX,76902
GALVESTON CDC,2417 Market St,Galveston,TX,77550
GALVESTON HISTORICAL FOUNDATION,,GALVESTON,TX,99999
GARDEN TERRACE HSG. COR.,,GARDEN TERRACE HSG. COR.,TX,99999
GARDENS OF DECORDOVA,5314 N Gate Rd,Granbury,TX,76049
GARDENS OF WEATHERFORD,,WEATHERFORD,TX,76085
GARLAND HABITAT FOR HUMANITY,PO Box 460338,Garland,TX,75046
"GP COMMUNITY HOUS. DEV. CORP,INC",PO Box 532758,Grand Prairie,TX,75053
GRAYSON COUNTY CDC,1117 Gallagher Dr,Sherman,TX,75090
GREAT NORTHWEST  CDC,14441 Cornerstone Village Dr,Houston,TX,77014
"GREATER HOUSTON DEVELOPMENT, INC.",7220 Homestead Rd,Houston,TX,77028
GREATER HOUSTON URBAN REDEVELOPMENT CORP.,PO Box 23247,Houston,TX,77228
GREENWAY NEIGHBORHOOD DC,1949 Portland Ave,Fort Worth,TX,76102
GUADALUPE ECONOMIC SERVICES,1416 1st St,Lubbock,TX,79401
GUADALUPE NEIGHBORHOOD DEVELOPMENT CORPORATION,813 E 8th St,Austin,TX,78702
GUADALUPE NEIGHBORHOOD HOUSING & COMMUNITY DEVELOPMENT,1113 E 9th St,Austin,TX,78702
GUIDING LIGHT COMMUNITY DEVELOPMENT CORP.,5330 Griggs Rd Ste A108,Houston,TX,77021
GULF COAST REGIONAL CDC,2223 West Loop S Ste 400,Houston,TX,77027
HABITAT FOR AMARILLO,PO Box 9158,Amarillo,TX,79105
"HABITAT FOR CITIZENS OF TEXAS, INC.",PO Box 331405,Fort Worth,TX,76163
HABITAT FOR HUMANITY - S. BRAZORIA CO.,100 Cedar St,Lake Jackson,TX,77566
"HABITAT FOR HUMANITY (BEAUMONT, TX)",HABITAT FOR HUMANITY,BEAUMONT,TX,77701
HABITAT FOR HUMANITY (SAN ANGELO),PO Box 1282,San Angelo,TX,76902
HABITAT FOR HUMANITY (TYLER),PO Box 6362,Tyler,TX,75711
HABITAT FOR HUMANITY (WITICHITA FALLS),3910 Call Field Rd Ste B,Wichita Falls,TX,76308
HABITAT FOR HUMANITY NORTHWEST HARRIS CO.,PO Box 682785,Houston,TX,77268
"HABITAT FOR HUMANITY OF LAREDO, INC.",PO Box 440709,Laredo,TX,78044
HABITAT FOR HUMANITY OF SAN ANTONIO,PO Box 15884,San Antonio,TX,78212
Habitat for Humanity of San Antonio,311 Probandt,San Antonio,TX,78204
HABITAT FOR HUMANITY OF WACO,808 N 15th St,Waco,TX,76707
HABITAT FOR HUMANITY-EXODUS,PO Box 850,Alamo,TX,78516
HACIENDA SANTA BARBARA APARTMENTS,770 N Resler Dr,El Paso,TX,79912
HARBOR LIGHTS RESIDENT COUNCIL,1010 Magnolia St Ofc,Freeport,TX,77541
HARLINGEN COMMUNITY DEVELOPMENT CORP,518 E Harrison Ave,Harlingen,TX,78550
HARRIS CO. COMMM. DEVL. CORP,8410 Lantern Point Dr,Houston,TX,77054
HARRISON COUNTY HSG AUTHORITY,PO Box 1343,Marshall,TX,75671
HCS Houston House,8610 N New Braunfels Ave Ste 500,San Antonio,TX,78217
HEIGHTS COMMUNITY DEVELOPMENT CORP,PO Box 701098,Houston,TX,77270
HELBIG CDC #1,3495 Roland Rd,Beaumont,TX,77708
HERO HOUSING LLP,"800 YERMOLAND, STE .A",EL PASO,TX,79907
HIGHER DIMENSIONAL FELLOWSHIP,2227 S Tyler St,Dallas,TX,75224
"HILL COUNTRY COMMUNITY ACTION ASSOCIATION, INC",2905 W Wallace St,San Saba,TX,76877
HOLMES COMMUNITY DEVELOPMENT CORP.,8310 Southview St,Houston,TX,77051
HOMES  DCD,8310 Southview St,Houston,TX,77051
"HOMES TO OWN, INC.",PO Box 26550,Austin,TX,78755
HOPE FOR FAMILIES CDC,PO BOX 25914 #169,HOUSTON,TX,77265
"HOUSING AND COMMUNITY SERVICE, INC.",3125 Ray Ellison Dr,Corpus Christi,TX,78415
HOUSING AND COMMUNITY SERVICES INC.,8610 N New Braunfels Ave,San Antonio,TX,78217
HOUSING AUTHORITY CITY OF MARBLE FALLS,PO Box 668,Marble Falls,TX,78654
Housing Channel,4200 South Fwy Ste 307,Fort Worth,TX,76115
Housing Initiatives Corporation,5910 N Central Expy Ste 1310,Dallas,TX,75206
HOUSING OPPORTUNITIES OF HOUSTON,2900 WORRDRIDGE,HOUSTON,TX,77087
HOUSING OPPORTUNITIES OF TEXAS,441 Austin Ave,Port Arthur,TX,77640
HOUSING PLUS,518 E Harrison Ave,Harlingen,TX,78550
Housing Services Incorporated,10031 Monroe Dr,Dallas,TX,75229
HOUSTON AREA COMMUNITY DEVELOPMENT CORP,2626 S Loop W,Houston,TX,77054
Houston Area Urban Community Dev. Corp.,1301 Texas St,Houston,TX,77002
HOUSTON SHIFA SERVICES FOUNDATION,10888 Huntington Estates Dr,Houston,TX,77099
HOUTEX COMMUNTIY DEVELOPMENT CORP.,3100 Cleburne St,Houston,TX,77004
HUNTER AND HUNTER,220 W Quail Run Rd,Rockwall,TX,75087
"INDEPENDENCE HIGHTS BAPTIST PAST. MINIST. ALLIANCE, INC",7102 N Main St,Houston,TX,77022
INNERCITY DEVELOPMENT CORP,2606 Martin Luther King Jr Blvd,Dallas,TX,75215
INSTITUTE OF COGNITIVE DEVELOPMENT,PO Box 5018,San Angelo,TX,76902
IRVING CDC,PO Box 170685,Irving,TX,75017
JAILS TO JOBS,5600 Langley Rd,Houston,TX,77016
JEHOVAH JIREH CDC,3920 W Cardinal Dr,Beaumont,TX,77705
"JEREMIAH 29:11, INC.",701 Brazos St Ste 500,Austin,TX,78701
JERUSALEM COMMUNITY DEVELOPMENT CORP,1400 Borton St,Wichita Falls,TX,76306
JMSL-NDC,1305 W Magnolia Ave,Fort Worth,TX,76104
KING'S COURT HSG FOUNDATION,113 Armour Pl,San Antonio,TX,78212
KINGSVILLE LULAC MANOR LP,8610 N New Braunfels Ave Ste 500,San Antonio,TX,78217
L.U.L.A.C. VILLAGE PARK APARTMENTS,1417 Horne Rd,Corpus Christi,TX,78416
LAKE COMO AREA COUNCIL,5517 W Rosedale St,Fort Worth,TX,76107
"LAKESIDE CENTER, INC",PO Box 1500,Kemah,TX,77565
LAKESIDE DEVELOPMENT CORPORATION,1137 Gunter St Apt 241,Austin,TX,78721
"LAREDO-WEBB NEIGHBORHOOD HOUSING SERVICES, INC",918 Hidalgo St,Laredo,TX,78040
LEGACY COMMUNITY DEVELOPMENT CORP.,3505 Procter St,Port Arthur,TX,77642
LEXINGTON COURT APARTMENTS,4500 Carter Creek Pkwy,Bryan,TX,77802
"LIBERATION COMMUNITY, INC",3608 E Rosedale St,Fort Worth,TX,76105
"LIBERATION PROJECT, INC.",401 Present St,Missouri City,TX,77489
LIFE RESOURCE,101 N 4th St,Beaumont,TX,77701
LIFENET COMMUNITY BEHAVIORAL HEALTHCARE,10405 E Northwest Hwy Ste 100,Dallas,TX,75238
"LIGHT ECONOMIC AND DEVELOPMENT, INC.",PO Box 571155,Dallas,TX,75357
LONGVIEW HABITAT FOR HUMANITY,310 S Fredonia St,Longview,TX,75601
LOS EXES DE LA BOWIE & FRIENDS INC,506 S Mesa St,El Paso,TX,79901
LOWER VALLEY HOUSING CORP.,215 W MAIN,FABENS,TX,79838
LUBBOCK HOUSING FINANCE CORP.,19TH AND UNIVERSITY,LUBBOCK,TX,79411
LULAC VILLAGE PARK APARTMENTS,1417 HOME ROAD,CORPUS CHRISTI,TX,99999
"MACSC AND HOUSING, INC.",2626 S Loop W Ste 650Q,Houston,TX,77054
MAINSTREET ALLIANCE OF SAN ANTONIO,322 Martinez St,San Antonio,TX,78205
MAPLE AVE. ECONOMIC DEVELOPMENT CORPORATION,PO Box 35923,Dallas,TX,75235
MARBLE FALLS HOUSING OPPORTUNITY,PO Box 8295,Horseshoe Bay,TX,78657
MARY LEE COMMUNITY,1339 Lamar Square Dr,Austin,TX,78704
"MCALLEN AFFORDABLE HOMES, INC.",600 S 11th St,McAllen,TX,78501
MCNAIR COMMUNITY DEVELOPMENT DEPT,,MCNAIR COMMUNITY DEVELOPMENT DEPT,TX,99999
MENTAL HEALTH HOUSING DEVELOPEMENT CORP.,603 W Magnolia Ave Ste 204,Fort Worth,TX,76104
MERCED HOUSING TEXAS,212 W Laurel,San Antonio,TX,78212
MERCEDES AFFORDABLE HOUSING CORPORATION,1025 Anaquitas St,Mercedes,TX,78570
METRO AFFORDABLE HOUSING CORP,2000 San Francisco Ave,Laredo,TX,78040
"METRO HOUSING PARTNERSHIP, INC.",101 E Randol Mill Rd,Arlington,TX,76011
METROPLEX PUBLIC FACILITIES CORP. (PHA),PO Box 125,Killeen,TX,76540
MIDLAND CDC,208 S Marienfeld St,Midland,TX,79701
MIDLAND NEIGHBORHOOD HOUSING SERVICES,401 E Illinois Ave,Midland,TX,79701
MISSION SERVICE PROJECT,405 W 12th St,Mission,TX,78572
MISSION WACO CDC,1315 N 15th St,Waco,TX,76707
MITCHELL BLVE DEV. CORPORATION,2517 Thannisch Ave,Fort Worth,TX,76105
MOUNTAIN TOP DEVELOPMENT,2650 Fountain View Dr Ste 202,Houston,TX,77057
MOUNTAIN TOP DEVELOPMENT,2650 Fountain View Dr,Houston,TX,77057
NEAR NORTHSIDE PARTNERS COUNCIL,,FORT WORTH,TX,76106
NEAR SOUTHEAST CDC,PO Box 1872,Fort Worth,TX,76101
NEIGHBORHOOD BUILDERS CDC,PO Box 797648,Dallas,TX,75379
NEIGHBORHOOD HOUSING SERVICE OF AUSTIN,7901 Cameron Rd Ste 3-109,Austin,TX,78754
NEIGHBORHOOD HOUSING SERVICE OF SAN ANTONIO,PO Box 200837,San Antonio,TX,78220
NEIGHBORHOOD HOUSING SERVICES ( DIMMIT COUNTY ),301 Pena St,Carrizo Springs,TX,78834
NEIGHBORHOOD HOUSING SERVICES (WACO),PO Box 610,Waco,TX,76703
NEIGHBORHOOD HOUSING SERVICES OF FORT WORTH,2315 N Main St,Fort Worth,TX,76164
NEIGHBORHOOD LAND CORP./TRINITY HABITAT,3345 S Jones St,Fort Worth,TX,76110
"Neighborhood Vitalization Corporation, Inc.",406 Bluff Crk,Ovilla,TX,75154
NEW BEGINNING CENTER,2121 Main St,Dallas,TX,75201
